classe,arquivo,PC1,PC2,PC3,PC4,PC5,PC6
Flywheel,preprocess_Reading28.dat,-0.0935551409824154,-0.5689818777308009,0.6432160017736168,-0.25956485723088635,-0.08587785130376936,2.418569536300201e-06
Flywheel,preprocess_Reading29.dat,0.5757455792176173,-0.6508627232899968,0.5535630059070952,-0.42914910066119033,0.011453877738166031,7.295383896887853e-07
Flywheel,preprocess_Reading30.dat,0.5342383683189655,-1.257774747427348,0.060458301805685795,-0.253416216117203,-0.7114088438937812,8.316274061959989e-07
Flywheel,preprocess_Reading31.dat,1.0428057788832952,-0.17505860735021542,-0.009770311326659254,-0.12257911394259205,0.13478986736420456,5.836698588711374e-08
Flywheel,preprocess_Reading32.dat,1.2089001614212203,-0.1480739563084974,-0.1152372132203078,-0.41227482860832215,0.06789185294528521,-5.248022384756097e-08
Flywheel,preprocess_Reading33.dat,0.3256780107202378,-0.004372808675806142,0.07873261005774687,-0.0901510909763219,0.37231447376891563,1.7550880931926662e-06
Flywheel,preprocess_Reading34.dat,0.40886534494468135,-0.7534230671496254,0.6431875692921581,-0.5197485777634084,-0.21616572917476104,1.258026705333179e-06
Flywheel,preprocess_Reading35.dat,0.567747735151221,0.02337285914189493,0.8184378186604994,-0.29960388075232014,0.5469618628850612,1.2166339788554717e-06
Flywheel,preprocess_Reading36.dat,0.9706656327297394,-0.716699227829206,-0.2809236000873833,-0.43610782068464254,-0.10984491202040167,2.2382352534146234e-06
Flywheel,preprocess_Reading37.dat,-0.6501894757349114,-0.7509496791502498,1.597862680487161,-0.3204364794856182,-0.2540019358715522,3.882288637010458e-06
Flywheel,preprocess_Reading38.dat,1.2261364408311162,0.5486759258701721,-1.3610195070914473,-0.282819185090189,0.8109553104509455,5.179710702785656e-06
Flywheel,preprocess_Reading39.dat,-0.3937879321349176,-1.06237824929876,1.1225589434726062,-0.38959482480108115,-0.4728664219548726,2.071626619474753e-06
Flywheel,preprocess_Reading40.dat,0.8868279243129952,-0.20235489532951323,0.2171000456333569,-0.13349251021519346,0.16524771756774595,3.6731762539420666e-06
Flywheel,preprocess_Reading41.dat,0.601387327093432,-1.8788231837827238,0.7630923589664258,-0.630840820536522,-0.9307708980097245,1.2651225852878617e-06
Flywheel,preprocess_Reading42.dat,0.48074395762013067,-1.2331403265345011,0.4505343741854277,-0.6916641220729871,-0.6667435390815735,9.451645766856273e-07
Flywheel,preprocess_Reading43.dat,1.3985111209348573,0.09083239388869935,-0.08811654099354321,-0.5678095168673284,0.5063945236417727,1.938963266599129e-06
Flywheel,preprocess_Reading44.dat,1.5448333542130372,-0.8443405819805445,-0.018899463034243093,-0.6073805946843923,0.028885495762417245,2.2556243102611093e-06
Flywheel,preprocess_Reading45.dat,1.0782375942467628,-1.4111517208587587,1.2891654339786935,-0.2811361522921427,-0.41603745826384914,1.5134448832320877e-06
Flywheel,preprocess_Reading46.dat,1.0702433036963204,-0.7379793432431666,-0.4152720792432742,-0.5672855245691921,-0.16886773017048223,1.936444933552622e-06
Flywheel,preprocess_Reading47.dat,1.6431937524727198,0.0777559380644004,-0.8278319614100994,-0.34213710582233187,0.47654616393505395,2.113442054233735e-06
Flywheel,preprocess_Reading48.dat,1.0595593530698073,-0.3826632393147795,1.1977785292165952,0.2880696049490144,0.29019982714745235,1.6408274735535446e-06
Flywheel,preprocess_Reading49.dat,1.976790997691942,-0.5325378952309555,-0.9927169977609296,-0.2149194568574738,0.0913303592614794,2.4598233514927215e-08
Flywheel,preprocess_Reading50.dat,0.9891964661901778,-0.7229903794125828,0.08197146244933592,-0.04386442000672268,-0.17712926021594072,1.5200426995659773e-06
Flywheel,preprocess_Reading51.dat,1.1825363047055106,-1.2943309207541316,3.6060721773321474,0.536565867244761,0.10068304771470563,5.215145897402817e-07
Flywheel,preprocess_Reading52.dat,1.6894283446709033,-0.8112958963041147,1.8444259756282557,0.2045597682383571,0.23696261712842842,1.0782518730758078e-07
Flywheel,preprocess_Reading53.dat,1.3881359248964071,-0.7048153206600634,2.714837532619689,0.4688515361120301,0.25716066325345516,-2.5504482499551154e-07
Flywheel,preprocess_Reading54.dat,1.5719048456400968,-0.8067726695719493,1.7067456072068585,-0.113154812967771,0.1341103543353859,4.537793275733906e-07
Flywheel,preprocess_Reading55.dat,2.050842075748582,-1.2671763161169873,0.6138828460842514,-0.25181998001987965,-0.21200909161638215,-6.638837587490636e-07
Flywheel,preprocess_Reading56.dat,1.338120355733753,-1.1908945321880733,2.195160357841567,-0.2441583134045506,-0.11667385503169601,-3.864033537410492e-07
Flywheel,preprocess_Reading57.dat,1.400342435178665,-0.8544626687000543,0.33929706735651843,0.023988059922126874,-0.5205721104779967,-6.915198022005539e-07
Flywheel,preprocess_Reading58.dat,0.9249208106074751,-0.5629577538988053,3.3961323674830592,0.3099317193076414,0.2699522747695842,1.0475094941564325e-07
Flywheel,preprocess_Reading59.dat,1.3488757861631286,-1.0806320188406806,1.282569851006594,-0.16586872442790576,-0.07507495652243988,-9.549589463249713e-07
Flywheel,preprocess_Reading60.dat,1.6349125563659463,-1.2686359883995662,-0.026546265278714384,-0.32685544500914615,-0.51786358044475,-6.642176862742206e-07
Flywheel,preprocess_Reading61.dat,0.9624901112974491,-1.1762672211362524,0.8831061118664081,-0.22607779468407269,-0.33537364172180845,-9.301672531080999e-07
Flywheel,preprocess_Reading62.dat,1.4501145613961275,-0.42521416766536374,0.954171467372951,-0.019705697554193394,0.3363071718251024,7.217532949833002e-07
Flywheel,preprocess_Reading63.dat,0.5011227884474578,-0.4669219941357814,1.2718846383201563,-0.18108420929067714,0.053624818004280275,3.9712993463970997e-07
Flywheel,preprocess_Reading64.dat,0.8607301707824154,-1.2099198701768146,1.8690906892583619,0.09636189301960665,-0.07554371971849033,-1.0128139866071212e-06
Flywheel,preprocess_Reading65.dat,0.2684157920924831,-0.8577935847077778,2.392724745003794,0.012858166274745201,0.03568496037374947,-6.560988227279139e-07
Flywheel,preprocess_Reading66.dat,-0.3085819594574819,0.14160181625589177,1.413870654165426,-0.12155300476053316,0.28240474984866304,-3.9052565797677834e-07
Flywheel,preprocess_Reading67.dat,-0.29186647774310853,-0.5536310456949757,0.9825787223366262,-0.4074534254244376,0.23069371306295322,4.099719514346984e-07
Flywheel,preprocess_Reading68.dat,-0.5672820150631128,0.3158489510416176,0.01906660913780428,-0.8724456065268424,0.6388694416777353,-5.478499733911895e-08
Flywheel,preprocess_Reading69.dat,0.8582984712549099,-0.12020845992797899,0.2136447555351445,-0.5703205537896529,0.7787772530878999,-9.61521071466362e-07
Flywheel,preprocess_Reading70.dat,-0.1935216512194243,0.2307690352696894,1.29507422643484,-0.7441375426815704,0.8709541818276101,-5.019059833433312e-07
Flywheel,preprocess_Reading71.dat,-0.7936332742924976,-0.439592186482872,0.7400078999065136,-1.1447997810752961,0.3363969697303891,-7.971833885641727e-07
Flywheel,preprocess_Reading72.dat,-0.8778144807378294,-1.3022614961277381,0.43795551435171315,-1.3113925648067848,-0.3856231431588006,-3.409933820233805e-07
Flywheel,preprocess_Reading73.dat,0.47474823761511337,-0.3562266624864694,0.33407758246804126,-0.5567436063392438,0.6731338498602482,2.3446784563942543e-09
Flywheel,preprocess_Reading74.dat,-0.28528746404634586,-0.5550408235965567,-0.10296339763777412,-1.2290922881499506,0.13547454268491194,-1.1995495898223108e-07
Flywheel,preprocess_Reading75.dat,-0.0915476368011852,-0.25908133754681373,-0.07577342842100189,-1.2764257088688227,0.6112946860208376,-8.02561522167703e-08
Flywheel,preprocess_Reading76.dat,-2.290691793545115,0.8110201791478177,-0.48089049439431386,-0.9672848021532169,-0.5078672553979273,1.2301401123169462e-07
Flywheel,preprocess_Reading77.dat,-0.8405940118603552,-0.04858935695029012,-0.24777576769010531,-0.8246998799364038,-0.3921385824786095,2.9899094344131887e-07
Flywheel,preprocess_Reading78.dat,0.27196682781654424,-0.15035546686116283,-0.8710167292977703,-0.8646346255961337,-0.5644364841774381,-8.271041274606133e-07
Flywheel,preprocess_Reading79.dat,-0.5519017879037026,0.3963054771709748,-0.019102173913740226,-0.7415338422294349,-0.2590228750551779,5.114790961712191e-07
Flywheel,preprocess_Reading80.dat,-0.6022701136547197,-0.04193411733090861,0.923405163639393,-0.643205189391613,-0.3584648223992252,3.5042856837854807e-07
Flywheel,preprocess_Reading81.dat,0.12990056611528703,0.5324717242782665,0.5196156257222005,-0.3643664715821457,0.22426825413619783,3.365930719991086e-07
Flywheel,preprocess_Reading82.dat,-0.19146929871079554,-0.7134033025112477,0.7348225253498337,-0.6355374449287087,-0.8278277511382826,6.397499801100265e-07
Flywheel,preprocess_Reading83.dat,0.1255292753561516,-0.7192836485023658,0.8642974680351901,-0.47761232711065055,-0.5873672099711644,8.573997231266054e-07
Flywheel,preprocess_Reading84.dat,0.566967389984857,-0.49453822343108395,-0.13170619046971754,-0.5716678925192418,-0.3202685970683568,1.4351629147135448e-06
Flywheel,preprocess_Reading85.dat,-0.27319640227373065,-0.29191202878128836,-1.2918091540041055,-0.6358047314748084,-0.6133371439152939,2.7925272750651244e-06
Flywheel,preprocess_Reading86.dat,0.38304360063113463,-0.34104629182355595,-0.4950458856230905,-0.5408395682233361,-0.12269556215386825,3.949838296802331e-07
Flywheel,preprocess_Reading87.dat,0.22184305332312385,0.8552461413900921,0.24856431380204794,-0.267271080762579,0.6780200039101264,1.8540640067017033e-06
Flywheel,preprocess_Reading88.dat,-0.8711554560908599,-0.1471970300869171,0.26572386297804845,0.24578856281583714,-0.46270039777371896,1.7483116298860056e-06
Flywheel,preprocess_Reading89.dat,-0.00944517129266175,0.0012649507571492267,0.9882707803843174,0.15720265652134363,0.09663170138221787,5.960699078741633e-07
Flywheel,preprocess_Reading90.dat,-0.06309787194932172,0.3432898735195138,0.3292856279769771,0.04697925102585146,0.34665852501268957,1.642018096241187e-06
Flywheel,preprocess_Reading91.dat,0.4749624472133141,-0.2911039344211595,1.0587546308334645,0.03794190015018234,-0.08801097442501271,5.295364763175391e-07
Flywheel,preprocess_Reading92.dat,0.8640711715079545,-0.7178570087756975,0.8218791619297465,-0.009814732845367045,-0.15296108583572565,1.6596151626802868e-06
Flywheel,preprocess_Reading93.dat,1.339417253043463,-0.12389149560902857,-0.7992401319750321,-0.2852949531183705,-0.0037297984778752037,1.7149302374030108e-06
Flywheel,preprocess_Reading94.dat,1.071001483383205,-1.045912226998344,0.4321809121785231,-0.14944107875394566,-0.4204822174827379,2.055273572269858e-06
Flywheel,preprocess_Reading95.dat,-0.5183268015178839,-0.4534826429315886,-1.4084823113552878,-0.03394836795248369,-0.45443416264773556,2.9428942858447783e-06
Flywheel,preprocess_Reading96.dat,-0.11231544258811835,-0.7724990631240463,0.7856000739878336,0.09146032197949842,-0.3675632583921105,7.304655661572466e-07
Flywheel,preprocess_Reading97.dat,1.494323472922715,1.407192649495854,0.0009198702361040556,0.12078311923896778,1.5140345752547288,3.328034350608191e-06
Flywheel,preprocess_Reading98.dat,0.42421654114350815,-1.1030141649408765,1.110843862013004,-0.2396759028308066,-0.3625299227012331,2.0227025669206743e-06
Flywheel,preprocess_Reading99.dat,0.1631591570442918,-1.3884263651638464,0.33205208174222983,-0.13609855365867168,-0.4171617274517356,1.2180795395951783e-06
Flywheel,preprocess_Reading100.dat,0.8497183238046693,-0.6660757006120213,0.3674526195688672,0.05696082215011932,0.05381551484414449,1.4307570531384843e-06
Flywheel,preprocess_Reading101.dat,0.49497346432843325,-1.2611496256804777,-0.4531906091814378,-0.14501506231432737,-0.5436258414649359,1.3962308068997824e-06
Flywheel,preprocess_Reading102.dat,0.6466769289264296,-0.08823713476653695,-0.20953368333699585,0.10487666833998094,0.4066532545091153,3.010310795590857e-06
Flywheel,preprocess_Reading103.dat,1.01691285434224,-1.1454100229840698,0.7918102756269593,0.059825797190748285,-0.2971071277187252,6.157207399654279e-07
Flywheel,preprocess_Reading104.dat,0.1954550101276522,-1.0597099011006454,1.4507228900631246,0.13702091482835427,-0.2337683810045513,2.104005905803715e-06
Flywheel,preprocess_Reading105.dat,0.07484103587982298,-0.6088114051269644,0.6375593928354305,-0.27071178342327246,0.08581531766923316,3.1761262418553243e-06
Flywheel,preprocess_Reading106.dat,0.7251843727264177,-0.5094557027062006,-0.23744913659645975,-0.07356011264213633,-0.17091529330849875,2.6599347744139533e-06
Flywheel,preprocess_Reading107.dat,0.7044914052286387,-1.1598459548108981,1.5806525678032846,0.03755907574046278,-0.1721358077900987,1.1612446343436816e-06
Flywheel,preprocess_Reading108.dat,-0.09590691770486792,-1.1034495409164986,0.9186325402222034,0.46620169302549613,-0.6720302327109111,3.1165641528579448e-06
Flywheel,preprocess_Reading109.dat,0.6897014599793654,0.6633006157913556,-0.021069976357726002,0.16112801405704952,1.0078519151807797,1.978887518976319e-06
Flywheel,preprocess_Reading110.dat,1.591393943052935,-1.1882363270714864,0.18158638698818405,-0.30619266717813665,-0.14593777384101997,1.0147232920361662e-06
Flywheel,preprocess_Reading111.dat,0.9696870564359127,-1.119349355992085,0.057044722927273625,-0.3425342682932061,-0.47707746695485886,1.7962737378041534e-06
Flywheel,preprocess_Reading112.dat,1.394580571688849,-0.9677011603673236,-0.19187641032256825,-0.2830882741832227,-0.5103994155238999,1.4901193710591462e-06
Flywheel,preprocess_Reading113.dat,0.7278359213397142,-0.2019073166799257,1.275509881091946,-0.04878079717200684,0.3776489130394888,2.060090893865856e-06
Flywheel,preprocess_Reading114.dat,0.38142848163528276,-1.1310910490400936,1.5841827808805198,-0.07583240512328082,-0.31784531961723866,1.1084068152270407e-06
Flywheel,preprocess_Reading115.dat,0.12726974548232073,0.3709717120462497,1.0469517211323183,0.1768454949938965,0.5465482464817957,1.517497064769942e-06
Flywheel,preprocess_Reading116.dat,1.3875273412745586,-0.8030530341538437,0.037371406157377024,-0.3821821966022206,-0.13918671327529844,9.853158461413749e-07
Flywheel,preprocess_Reading117.dat,0.8001149225958128,-1.2305858478064717,1.3468032834485129,0.1548147016145678,-0.39581259669331603,2.949818571062845e-06
Flywheel,preprocess_Reading118.dat,1.1966454643638298,-0.6079815005906013,0.4924521867687937,-0.1886935072709628,0.1397675511363951,9.163694610928366e-07
Flywheel,preprocess_Reading119.dat,0.34107347884098044,-1.0449902074629145,1.419527595938979,-0.107143374073476,-0.19346711058814267,2.8019601550660923e-06
Flywheel,preprocess_Reading120.dat,1.0769531206948078,-0.6972254810094016,0.2609626808814426,-0.2877217760127561,-0.19044566355334777,1.4628668112280835e-06
Flywheel,preprocess_Reading121.dat,0.2349878804335643,-1.083891977695504,2.352840750823051,0.22862947878992543,-0.16474165607036165,1.9340070101962345e-06
Flywheel,preprocess_Reading122.dat,0.3311363916451641,-1.0596841427394046,1.4746547605912892,0.1816008549560769,-0.32150071798988494,1.411268307424037e-06
Flywheel,preprocess_Reading123.dat,1.466461192484026,-0.5165123213295533,0.609380879681534,-0.02351790468063311,0.08303027796442781,1.0014525727964244e-06
Flywheel,preprocess_Reading124.dat,1.163401991202855,-0.8396960043324276,1.3027984688165197,0.31877914355601966,-0.16989431819247916,2.778309482181518e-07
Flywheel,preprocess_Reading125.dat,1.0445128959076804,0.21397901615432327,1.6873553594923776,0.7191391630375006,0.6429073318891462,1.1011958657716882e-06
Flywheel,preprocess_Reading126.dat,0.8932293037427325,-0.3948882149980592,1.2599647019450106,0.2434064547694129,0.180007601994459,-1.9994485995631134e-07
Flywheel,preprocess_Reading127.dat,0.9788283855614004,-0.6932407191584387,1.0592809371625067,0.23515236590275154,-0.24734773969194596,-6.281766324773797e-07
Flywheel,preprocess_Reading128.dat,0.563628582245231,-0.6074644754383264,0.861526982234425,0.13057063173940164,-0.26746772937024893,4.945642354353041e-07
Flywheel,preprocess_Reading129.dat,1.2907721675351407,-1.3865662558618523,1.0460524700267833,-0.06388286396182483,-0.4486284834983049,-3.295032329016205e-07
Flywheel,preprocess_Reading130.dat,1.1962746550376844,-0.4340713027225257,-0.6191598780933537,-0.1703946067048265,0.10098283496114907,9.519556121976893e-07
Flywheel,preprocess_Reading131.dat,1.2212032263669288,0.40231414005045196,-0.3122697624794248,-0.027612323253807115,0.6898880534896007,3.1509624114874714e-06
Flywheel,preprocess_Reading132.dat,1.0269012877759922,-1.5233795061238107,1.4621688638053438,0.2101074563541629,-0.7333707171521219,-2.0786880614634742e-07
Flywheel,preprocess_Reading133.dat,0.879039400307422,0.49115381992489476,-0.007496641132530833,0.02217412329513572,0.8117097988792474,3.353401511240116e-06
Flywheel,preprocess_Reading134.dat,0.3018444872221755,-1.1540849684532177,1.3873547746951929,-0.35671105418380034,-0.5135642094227372,7.858370988098467e-07
Flywheel,preprocess_Reading135.dat,1.0795130270053985,-1.7639522923896078,0.3603768738308598,-0.4562856465419906,-0.687752168975814,-2.908480215215167e-07
Flywheel,preprocess_Reading136.dat,0.6878038877211424,-0.8921974901622097,1.8584095965155363,0.23059755688803749,0.022637603060169105,-4.652464822411059e-07
Flywheel,preprocess_Reading137.dat,0.8514061643913199,0.012177609583906606,0.28813550664971566,-0.03725679367680345,0.34026606997476144,2.0803974010879578e-07
Flywheel,preprocess_Reading138.dat,1.1317261499574847,-0.29019837058693326,-1.050953437924345,-0.20951190986659915,0.024236900939722996,1.9358422089808238e-07
Flywheel,preprocess_Reading139.dat,1.37071993788458,-0.9469584692023755,-0.023965499982317492,-0.3028605833299084,-0.061390888275880275,4.0254708531839606e-07
Flywheel,preprocess_Reading140.dat,0.6426875330273463,-1.2742260716351237,1.6732860490363068,-0.13641397539946926,-0.4863802128997645,-5.568508796912277e-07
Flywheel,preprocess_Reading141.dat,0.43867067444311725,-0.8075352839395131,1.557717617942505,0.15696308530291772,-0.02487790831743004,8.963927501401116e-08
Flywheel,preprocess_Reading142.dat,-0.19489471384094761,-0.5962199522831535,0.2920577738027468,0.0035117861657602526,-0.19739383965598853,4.0102901502991605e-07
Flywheel,preprocess_Reading143.dat,0.43895973068482486,-0.37369155561438805,0.36004520736644857,-0.0161322812973078,0.051599735729416334,-1.767862425322602e-07
Flywheel,preprocess_Reading144.dat,-0.3308462551727921,-0.6262563648882566,3.548908290264218,0.36410004336165286,0.14975602361201643,-4.804661836606691e-08
Flywheel,preprocess_Reading145.dat,0.13196814013097,-0.5825710301561541,1.586316989661833,-0.13667990374623926,0.32447820705937336,-7.573692351844998e-07
Flywheel,preprocess_Reading146.dat,1.0189947543316322,-0.8237276931898964,-0.852890980053954,-0.6479950357804891,0.10673308700356757,-2.506317824949112e-07
Flywheel,preprocess_Reading147.dat,-0.36999977351316565,0.10864727044541234,1.107984271036863,-0.35404267691323854,0.6211343880858524,4.322792823217232e-06
Flywheel,preprocess_Reading148.dat,-0.08012703827120447,-1.1622744709284092,1.1968428167483842,-0.6324362179267794,-0.452545260438432,-1.6075334678339102e-07
Flywheel,preprocess_Reading149.dat,0.020651480495708075,-0.68930344516122,2.0121086943683837,-0.27226780042721666,0.22393868369203385,-3.43836280204069e-07
Flywheel,preprocess_Reading150.dat,1.0353046194508884,-0.9526173060985108,-0.031888151811856044,-0.8661617591121236,0.049287861479793645,-7.962536675499232e-07
Flywheel,preprocess_Reading151.dat,-1.7715005951671063,-0.582437208614958,1.0366996065224188,-1.080642662735601,-1.1825291210241702,-4.997325007447915e-07
Flywheel,preprocess_Reading152.dat,-1.3200479408834986,-0.05198005034729655,-0.04870914678928173,-1.0293729718587976,-0.7460437191103115,2.6555790164269637e-07
Flywheel,preprocess_Reading153.dat,0.09762814812516497,-0.17782359970731418,-0.8036899454939842,-0.8661573044528836,-0.6516800686266825,-6.25773296762854e-07
Flywheel,preprocess_Reading154.dat,-0.2965245035127641,-0.3548350793809395,-0.3692201676279494,-0.6781638019456019,-0.8094501744329005,-2.1468056304165697e-07
Flywheel,preprocess_Reading155.dat,-0.6310543855651689,-0.45369768224992224,1.0108548098996128,-0.4782843026485261,-0.5373879457969432,-2.1445563124832217e-07
Flywheel,preprocess_Reading156.dat,0.3983351791352787,-0.7449746169961607,-0.8196072907263251,-1.0343227710919587,-0.5774464256795014,1.48154993674443e-07
Flywheel,preprocess_Reading157.dat,0.49441133516261226,0.36154674724186453,1.6827118493341968,-0.16531257589278436,0.4277237651114446,1.310977754658829e-07
Flywheel,preprocess_Reading158.dat,-0.43369954805491384,-0.31512945312914614,1.0439806313810562,-0.6373915741998392,-0.28936614583076176,1.5153956343095407e-06
Flywheel,preprocess_Reading159.dat,-0.31646843275093445,-0.47834950976674045,0.6103768637293489,-0.37086402445758354,-0.038635121510730244,8.750281250950495e-07
Flywheel,preprocess_Reading160.dat,0.2557812319257234,-0.5898431121498107,-0.09572684929733945,-0.5323306641055626,-0.3492138529288713,1.1817372995884208e-06
Flywheel,preprocess_Reading161.dat,0.06927212823129572,-0.03796422127353722,0.33207293601125776,-0.09471668751280322,-0.13797478293318885,5.949370809472243e-07
Flywheel,preprocess_Reading162.dat,0.08242377034651127,-0.5077065055957709,0.569239513889279,-0.009606287076804039,-0.42319386243558726,2.064767213973787e-06
Flywheel,preprocess_Reading163.dat,0.7925180356824123,0.05818645540057968,0.39832366051993295,-0.09393448705360519,0.1400043030385975,9.399995998492879e-07
Flywheel,preprocess_Reading164.dat,0.6899161610924942,-1.127690997622121,-0.21926182950377654,-0.35520273565924443,-0.680177669419362,5.446932192596115e-07
Flywheel,preprocess_Reading165.dat,-0.3124500593846572,-1.0976380890694795,0.9430433155267608,-0.34078908851610673,-0.5944009741865895,1.8628415691289283e-06
Flywheel,preprocess_Reading166.dat,0.7063577844139323,-0.14049996878161422,0.6432324802146047,-0.04189706835642517,0.18070051164411974,1.9109531327377066e-06
Flywheel,preprocess_Reading167.dat,0.34679142625926257,-1.1195205035202298,-0.1196770389345017,-0.3663180012646366,-0.6970231283502606,2.63373212169272e-06
Flywheel,preprocess_Reading168.dat,1.0817509585182674,-0.19029556547036464,-0.19841260241381353,-0.18546267691810767,0.02869703785719517,2.420242293061597e-06
Flywheel,preprocess_Reading169.dat,0.9078912234419648,1.01652714713192,-1.9807911386933863,-0.40154629547157933,0.7789602736036528,1.6135101697774007e-06
Flywheel,preprocess_Reading170.dat,0.6459419500794382,-0.679238142591615,0.29193568290563604,-0.1896174962238437,-0.15443206818511263,1.7253906853562286e-06
Flywheel,preprocess_Reading171.dat,1.2338310356152686,1.072650474747605,-1.21880079731739,-0.19986723897599812,0.9398685782429006,9.890038259702578e-07
Flywheel,preprocess_Reading172.dat,0.762000454832004,-1.0217157648590138,0.45762045516793376,-0.2744738548191016,-0.20343629232168986,1.5103453547684301e-06
Flywheel,preprocess_Reading173.dat,0.7411872026174584,0.11137032420745377,0.821108520520355,0.02632105653504656,0.7215095859954461,1.2817353282825166e-06
Flywheel,preprocess_Reading174.dat,0.44778798976305983,-1.4575565406670747,0.5313206784254201,-0.038834878399243176,-0.49119457826192453,3.588404341502409e-07
Flywheel,preprocess_Reading175.dat,0.6217873549020065,1.5891233526246038,-2.291849923611886,-0.27224014071663993,1.3410628686206905,2.0147333428997853e-06
Flywheel,preprocess_Reading176.dat,1.251647212298269,-0.48476149463790685,-1.9536170371486736,-0.4408647905239599,-0.07660668611441777,1.4025970094077595e-06
Flywheel,preprocess_Reading177.dat,-0.425251469157801,-0.44922273550379926,-0.6028361303949136,0.07085578735470663,-0.4066762930580445,1.3949133829444172e-06
Flywheel,preprocess_Reading178.dat,1.1449710302577114,-0.45963252692285217,-0.7309398755290244,-0.33184099391811894,0.015694811969605017,1.2214488627308358e-06
Flywheel,preprocess_Reading179.dat,1.0014352040831571,0.06826774846545268,-0.7067716186073393,-0.557738512560463,0.2146512005832139,1.084711651585634e-06
Flywheel,preprocess_Reading180.dat,1.080184222405452,-0.26165275293518125,0.3869311225055185,-0.15229147114540753,-0.033004397377965795,5.954801284841339e-07
Flywheel,preprocess_Reading181.dat,1.489728115569786,-1.2430164389588934,0.31012788251297013,-0.25148257643486516,-0.4537080472868663,1.3727404227491538e-07
Flywheel,preprocess_Reading182.dat,0.6915261650345119,-1.168280972069679,-0.1282403356640383,-0.2428719908301491,-0.6017090272373478,1.4206273297319624e-06
Flywheel,preprocess_Reading183.dat,1.2117024901867057,-0.3078025470865886,0.05521280398342889,-0.27750435241658533,0.1637017040419785,7.407707415463936e-07
Flywheel,preprocess_Reading184.dat,1.4964963815748242,-0.69895123157403,0.53955713794151,-0.2802928538631426,-0.10394479991019173,-3.733476108798799e-07
Flywheel,preprocess_Reading185.dat,1.3523731700449855,-0.7210618962231379,1.371751285511302,-0.11258908745261842,0.09794707920507006,5.193109420759161e-07
Flywheel,preprocess_Reading186.dat,0.4775740140221765,0.003775169379348108,0.37269618637074275,0.009583814989215305,0.23700251471663297,2.479860246321176e-06
Flywheel,preprocess_Reading187.dat,0.8123211850224112,-1.1167977849071142,-0.1543091314725366,-0.2263933216979579,-0.4595143280174645,9.128337022014317e-07
Flywheel,preprocess_Reading188.dat,1.5589206169168632,-0.6232627514576874,-1.0903407593934378,-0.07326671988406215,-0.11680998957563261,1.6301618414728816e-06
Flywheel,preprocess_Reading189.dat,1.779091121731695,-0.4259016760377426,1.4858752692845567,0.23002811745132545,0.2789384272900842,1.2167832705527756e-06
Flywheel,preprocess_Reading190.dat,1.722320752732655,-0.1626449647468918,1.9088859909602427,0.2277016592589551,0.6101379375976842,5.685355521097939e-07
Flywheel,preprocess_Reading191.dat,1.276672804460309,-0.35148451980795636,0.5724936826790327,0.16902583781645453,0.1867507332150393,1.2021665645809112e-06
Flywheel,preprocess_Reading192.dat,1.7027969117863742,-0.2709556422254663,0.761853085351529,0.14015180210994668,0.19315750564660725,6.888118829880531e-07
Flywheel,preprocess_Reading193.dat,1.61503270773166,-0.5931302682175851,0.28801844796726134,0.1692689138584444,-0.04939361469535929,1.3633876062981773e-06
Flywheel,preprocess_Reading194.dat,1.3336160323624333,-0.6106503564566894,1.3250785969653125,0.5104709269509526,-0.04746830181860345,1.6140901729672437e-06
Flywheel,preprocess_Reading195.dat,0.8259968485215806,0.40021559735491624,1.2673393012036789,0.7715821097243261,0.43835461636162454,1.186631303226399e-06
Flywheel,preprocess_Reading196.dat,1.0404333818968645,-0.9696988216888837,0.9170959495502148,0.15759673133470428,-0.39143032373126735,8.176451378931738e-08
Flywheel,preprocess_Reading197.dat,1.405619755139932,-1.3307120231974767,0.2730802467288903,-0.08446899989182159,-0.6553526151181511,1.799809295006836e-07
Flywheel,preprocess_Reading198.dat,1.6222716064371103,-1.1607615448628108,1.2556484052422419,0.18219628158783896,-0.49690900652073766,-4.418050526358327e-08
Flywheel,preprocess_Reading199.dat,1.2659643319464875,-0.41523919916544566,1.9105253058229783,0.6186492702850503,0.05695785254452385,-4.0445770742186175e-07
Flywheel,preprocess_Reading200.dat,1.7069244614102979,-0.9870832159065542,0.6471439378621519,-0.06047996107248703,-0.31092026776289866,1.1256516566051083e-06
Flywheel,preprocess_Reading201.dat,1.5995060001298602,-1.2601262525788395,0.923893319898352,0.37139698161856527,-0.4905068684801278,5.064435225004387e-07
Flywheel,preprocess_Reading202.dat,1.3710574055687068,-1.1811700663856768,1.419510164023491,0.30676372672963237,-0.5037420697411146,-5.306220576016065e-07
Flywheel,preprocess_Reading203.dat,1.3045073061957424,-0.37303705725850356,1.9520550760281503,0.3852300722895976,0.11309745130743748,-2.5687526656352725e-07
Flywheel,preprocess_Reading204.dat,1.367948423684338,-0.010375331122213411,1.5480775611503024,0.26087706968533364,0.4127534875936498,-3.2463283139706455e-07
Flywheel,preprocess_Reading205.dat,1.1457815565405176,-0.06769758738695812,0.19640434650841992,0.13548100895152343,0.23322008885329415,-3.596557184317655e-07
Flywheel,preprocess_Reading206.dat,2.048569767807698,-0.5648895280850466,-0.05380655276726117,-0.03983061472601774,0.04583212017658296,-3.353181757507507e-07
